FIELD_NAME	FIELD_TYPE	FIELD_LEN	FIELD_DEC	FIELD_LABL	QUEST_LOC	MISSING	NOTAPPL	DEFAULT	FIELD_VALI	FIELD_CODE	FIELD_EDIT	FIELD_CARR	ORDER_SCRN	ORDER_FILE	COMMENT1	MEAS_CLASS	IDBOOK	FMT	VALID_VAL	MIN_MAX	FILTER_VAR	FILTER_CND	CONFIRMED
S052090B	C	2	0	INFLUENZA: HOW IS IT SPREAD (1)	(S12_01B)	99	98	97	S052090B$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	415	415	BIOLOGY\KNOWING (S12_01)	SA	11,12		10;70;71;79;				
S052262	C	1	0	BICEPS AND TRICEPS (A)	(S12_02)	9	8	7	S052262$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	416	416	BIOLOGY\APPLYING (S12_02)	M1	11,12		1;2;3;4;				
S052267	C	1	0	ACQUIRED CHARACTERISTICS (C)	(S12_03)	9	8	7	S052267$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	417	417	BIOLOGY\KNOWING (S12_03)	M3	11,12		1;2;3;4;				
S052273	C	2	0	FLOODING LEADS TO SHORTAGE/DISEASE (2)	(S12_04)	99	98	97	S052273$'20#10#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	418	418	BIOLOGY\REASONING (S12_04)	SA	11,12		20;10;79;				
S052015A	C	1	0	1: SYMBOLS REPRESENT ELEMENTS (A)	(S12_05A)	9	8	7	S052015A$'1#2#9#8#6'	A*:1;B:2;omitted:9;not admin.:8;not reached:6;	1	0	419	419	CHEMISTRY\APPLYING (S12_05)	M1	11,12		1;2;				
S052015B	C	1	0	2: SYMBOLS REPRESENT ELEMENTS (A)	(S12_05B)	9	8	7	S052015B$'1#2#9#8#6'	A*:1;B:2;omitted:9;not admin.:8;not reached:6;	1	0	420	420	CHEMISTRY\APPLYING (S12_05)	M1	11,12		1;2;				
S052015C	C	1	0	3: SYMBOLS REPRESENT ELEMENTS (B)	(S12_05C)	9	8	7	S052015C$'1#2#9#8#6'	A:1;B*:2;omitted:9;not admin.:8;not reached:6;	1	0	421	421	CHEMISTRY\APPLYING (S12_05)	M2	11,12		1;2;				
S052015D	C	1	0	4: SYMBOLS REPRESENT ELEMENTS (B)	(S12_05D)	9	8	7	S052015D$'1#2#9#8#6'	A:1;B*:2;omitted:9;not admin.:8;not reached:6;	1	0	422	422	CHEMISTRY\APPLYING (S12_05)	M2	11,12		1;2;				
S052015E	C	1	0	5: SYMBOLS REPRESENT ELEMENTS (B)	(S12_05E)	9	8	7	S052015E$'1#2#9#8#6'	A:1;B*:2;omitted:9;not admin.:8;not reached:6;	1	0	423	423	CHEMISTRY\APPLYING (S12_05)	M2	11,12		1;2;				
S052015F	C	1	0	6: SYMBOLS REPRESENT ELEMENTS (A)	(S12_05F)	9	8	7	S052015F$'1#2#9#8#6'	A*:1;B:2;omitted:9;not admin.:8;not reached:6;	1	0	424	424	CHEMISTRY\APPLYING (S12_05)	M1	11,12		1;2;				
S052015Z	C	2	0	SYMBOLS REPRESENT ELEMENTS-DERIVED (1)	(S12_05Z)	99	98	97	S052015Z$'11#10#79#99#98#96'	CORRECT RESPONSE:11;CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	425	425	CHEMISTRY\APPLYING (S12_05)	DPC_D	11,12		11;10;79;				
S052051	C	2	0	IS ELEMENT METAL OR NONMETAL (1)	(S12_06)	99	98	97	S052051$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	426	426	CHEMISTRY\REASONING (S12_06)	SA	11,12		10;79;				
S052026	C	1	0	EXAMPLE OF CHEMICAL CHANGE (D)	(S12_07)	9	8	7	S052026$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	427	427	CHEMISTRY\KNOWING (S12_07)	M4	11,12		1;2;3;4;				
S052130	C	1	0	GAS INSIDE PING-PONG BALL (D)	(S12_08)	9	8	7	S052130$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	428	428	PHYSICS\KNOWING (S12_08)	M4	11,12		1;2;3;4;				
S052028	C	1	0	ELECTROMAGNET ATTRACTING NEEDLES (A)	(S12_09)	9	8	7	S052028$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	429	429	PHYSICS\APPLYING (S12_09)	M1	11,12		1;2;3;4;				
S052189	C	2	0	PAINT CHIP IN TEST TUBES (1)	(S12_10)	99	98	97	S052189$'10#11#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	430	430	PHYSICS\REASONING (S12_10)	SA	11,12		10;11;79;				
S052217	C	1	0	WATER PRESSURE ON FISH (B)	(S12_11)	9	8	7	S052217$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	431	431	PHYSICS\APPLYING (S12_11)	M2	11,12		1;2;3;4;				
S052038	C	1	0	ENERGY FOR WATER CYCLE (C)	(S12_12)	9	8	7	S052038$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	432	432	EARTH SCIENCE\KNOWING (S12_12)	M3	11,12		1;2;3;4;				
S052099	C	2	0	TREES PROTECT SOIL FROM EROSION (1)	(S12_13)	99	98	97	S052099$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	433	433	EARTH SCIENCE\APPLYING (S12_13)	SA	11,12		10;79;				
S052118	C	2	0	CLAIM THAT MOON TRAVELS AROUND SUN (1)	(S12_14)	99	98	97	S052118$'10#11#70#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	434	434	EARTH SCIENCE\REASONING (S12_14)	SA	11,12		10;11;70;79;				
S042258	C	1	0	FUNCTION LUNGS-SKIN-KIDNEYS SHARE (C)	(S13_01)	9	8	7	S042258$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	435	435	BIOLOGY\APPLYING (T) (S13_01)	M3	12,13		1;2;3;4;				
S042005	C	2	0	CHARACTERISTIC TO CLASSIFY ORGS. (2)	(S13_02)	99	98	97	S042005$'20#10#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	436	436	BIOLOGY\APPLYING (T) (S13_02)	SA	12,13		20;10;79;				
S042016	C	1	0	ORGANELLE THAT PRODUCES ENERGY (A)	(S13_03)	9	8	7	S042016$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	437	437	BIOLOGY\KNOWING (T) (S13_03)	M1	12,13		1;2;3;4;				
S042300A	C	2	0	O2-CO2 RELEASE-REMOVAL: ANIMALS (1)	(S13_04A)	99	98	97	S042300A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	438	438	BIOLOGY\APPLYING (T) (S13_04)	SA	12,13		10;79;				
S042300B	C	2	0	O2-CO2 RELEASE-REMOVAL: PLANTS (1)	(S13_04B)	99	98	97	S042300B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	439	439	BIOLOGY\APPLYING (T) (S13_04)	SA	12,13		10;79;				
S042300C	C	2	0	O2-CO2 RELEASE-REMOVAL: PHOTOSYN. (1)	(S13_04C)	99	98	97	S042300C$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	440	440	BIOLOGY\APPLYING (T) (S13_04)	SA	12,13		10;79;				
S042319	C	2	0	DESIGNING PLANT GROWTH EXPERIMENT (1)	(S13_05)	99	98	97	S042319$'10#11#12#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;CORRECT RESPONSE:12;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	441	441	BIOLOGY\REASONING (T) (S13_05)	SA	12,13		10;11;12;79;				
S042068	C	1	0	WHICH ONE IS A MIXTURE (A)	(S13_06)	9	8	7	S042068$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	442	442	CHEMISTRY\KNOWING (T) (S13_06)	M1	12,13		1;2;3;4;				
S042216	C	1	0	STUDENT READING A BOOK (D)	(S13_07)	9	8	7	S042216$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	443	443	PHYSICS\APPLYING (T) (S13_07)	M4	12,13		1;2;3;4;				
S042249	C	1	0	EXAMPLE OF A LEVER (B)	(S13_08)	9	8	7	S042249$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	444	444	PHYSICS\KNOWING (T) (S13_08)	M2	12,13		1;2;3;4;				
S042094	C	2	0	WHY PLASTIC BOTTLE CRACKED (1)	(S13_09)	99	98	97	S042094$'10#70#71#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	445	445	CHEMISTRY\APPLYING (T) (S13_09)	SA	12,13		10;70;71;79;				
S042293A	C	2	0	FORCE CAUSING THE BALL TO FALL (1)	(S13_10A)	99	98	97	S042293A$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	446	446	PHYSICS\KNOWING (T) (S13_10)	SA	12,13		10;79;				
S042293B	C	2	0	BALL BOUNCING UP AGAIN (1)	(S13_10B)	99	98	97	S042293B$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	447	447	PHYSICS\REASONING (T) (S13_10)	SA	12,13		10;70;79;				
S042195	C	2	0	WHAT IS RESISTANCE IN A CIRCUIT (1)	(S13_11)	99	98	97	S042195$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	448	448	PHYSICS\APPLYING (T) (S13_11)	SA	12,13		10;70;79;				
S042400	C	2	0	WOOD/METAL CONTAINER TO KEEP ICE (1)	(S13_12)	99	98	97	S042400$'10#11#70#71#79#99#98#96'	CORRECT RESPONSE:10;CORRECT RESPONSE:11;INCORRECT RESPONSE:70;INCORRECT RESPONSE:71;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	449	449	CHEMISTRY\APPLYING (T) (S13_12)	SA	12,13		10;11;70;71;79;				
S042401	C	1	0	FLAKES ON AN IRON NAIL (A)	(S13_13)	9	8	7	S042401$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	450	450	CHEMISTRY\APPLYING (T) (S13_13)	M1	12,13		1;2;3;4;				
S042164	C	1	0	RESULT GRAVITATIONAL PULL OF MOON (B)	(S13_14)	9	8	7	S042164$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	451	451	EARTH SCIENCE\KNOWING (T) (S13_14)	M2	12,13		1;2;3;4;				
S052006	C	2	0	PENGUIN BEHAVIOR AND SURVIVAL (2)	(S14_01)	99	98	97	S052006$'20#10#79#99#98#96'	CORRECT RESPONSE:20;PARTIALLY CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	452	452	BIOLOGY\APPLYING (S14_01)	SA	13,14		20;10;79;				
S052069	C	1	0	ORGANISM WITH CELL WALLS (C)	(S14_02)	9	8	7	S052069$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	453	453	BIOLOGY\KNOWING (S14_02)	M3	13,14		1;2;3;4;				
S052012	C	1	0	HOW DECOMPOSERS GET ENERGY (B)	(S14_03)	9	8	7	S052012$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	454	454	BIOLOGY\KNOWING (S14_03)	M2	13,14		1;2;3;4;				
S052021	C	2	0	ORGANISM THAT COMPETES WITH HUMANS (1)	(S14_04)	99	98	97	S052021$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	455	455	BIOLOGY\REASONING (S14_04)	SA	13,14		10;79;				
S052095A	C	1	0	1:GARDEN WITH BIRD FEEDER (A)	(S14_05A)	9	8	7	S052095A$'1#2#9#8#6'	A*:1;B:2;omitted:9;not admin.:8;not reached:6;	1	0	456	456	BIOLOGY\APPLYING (S14_05)	M1	13,14		1;2;				
S052095B	C	1	0	2:GARDEN WITH BIRD FEEDER (B)	(S14_05B)	9	8	7	S052095B$'1#2#9#8#6'	A:1;B*:2;omitted:9;not admin.:8;not reached:6;	1	0	457	457	BIOLOGY\APPLYING (S14_05)	M2	13,14		1;2;				
S052095C	C	1	0	3:GARDEN WITH BIRD FEEDER (B)	(S14_05C)	9	8	7	S052095C$'1#2#9#8#6'	A:1;B*:2;omitted:9;not admin.:8;not reached:6;	1	0	458	458	BIOLOGY\APPLYING (S14_05)	M2	13,14		1;2;				
S052095D	C	1	0	4:GARDEN WITH BIRD FEEDER (A)	(S14_05D)	9	8	7	S052095D$'1#2#9#8#6'	A*:1;B:2;omitted:9;not admin.:8;not reached:6;	1	0	459	459	BIOLOGY\APPLYING (S14_05)	M1	13,14		1;2;				
S052095Z	C	2	0	GARDEN WITH BIRD FEEDER-DERIVED (1)	(S14_05Z)	99	98	97	S052095Z$'11#10#79#99#98#96'	CORRECT RESPONSE:11;CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	460	460	BIOLOGY\APPLYING (S14_05)	DPC_D	13,14		11;10;79;				
S052134	C	1	0	NUMBER OF ATOMS IN NAOH (B)	(S14_06)	9	8	7	S052134$'1#2#3#4#9#8#6'	A:1;B*:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	461	461	CHEMISTRY\KNOWING (S14_06)	M2	13,14		1;2;3;4;				
S052054	C	2	0	WHY SOLUTION 2 IS PALER THAN 1 (1)	(S14_07)	99	98	97	S052054$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	462	462	CHEMISTRY\APPLYING (S14_07)	SA	13,14		10;79;				
S052150	C	1	0	WHICH IS A PHYSICAL CHANGE (D)	(S14_08)	9	8	7	S052150$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	463	463	CHEMISTRY\KNOWING (S14_08)	M4	13,14		1;2;3;4;				
S052243A	C	2	0	MODEL FLASHLIGHT: BULB WON'T LIGHT (1)	(S14_09A)	99	98	97	S052243A$'10#70#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:70;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	464	464	PHYSICS\REASONING (S14_09)	SA	13,14		10;70;79;				
S052243B	C	2	0	MODEL FLASHLIGHT: 2 PARALLEL BULBS (1)	(S14_09B)	99	98	97	S052243B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	465	465	PHYSICS\APPLYING (S14_09)	SA	13,14		10;79;				
S052243C	C	1	0	MODEL FLASHLIGHTS: COMPARISON (C)	(S14_09C)	9	8	7	S052243C$'1#2#3#4#9#8#6'	A:1;B:2;C*:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	466	466	PHYSICS\REASONING (S14_09)	M3	13,14		1;2;3;4;				
S052206	C	1	0	TWO BAR MAGNETS REPELLING (A)	(S14_10)	9	8	7	S052206$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	467	467	PHYSICS\KNOWING (S14_10)	M1	13,14		1;2;3;4;				
S052112A	C	1	0	PLANETS: SHORTEST DAY LENGTH (D)	(S14_11A)	9	8	7	S052112A$'1#2#3#4#9#8#6'	A:1;B:2;C:3;D*:4;omitted:9;not admin.:8;not reached:6;	1	0	468	468	EARTH SCIENCE\APPLYING (S14_11)	M4	13,14		1;2;3;4;				
S052112B	C	2	0	PLANETS: DISTANCE FROM SUN (1)	(S14_11B)	99	98	97	S052112B$'10#79#99#98#96'	CORRECT RESPONSE:10;INCORRECT RESPONSE:79;omitted:99;not admin.:98;not reached:96;	1	0	469	469	EARTH SCIENCE\REASONING (S14_11)	SA	13,14		10;79;				
S052294	C	1	0	TEMPERATURE OUTSIDE AN AIRPLANE (A)	(S14_12)	9	8	7	S052294$'1#2#3#4#9#8#6'	A*:1;B:2;C:3;D:4;omitted:9;not admin.:8;not reached:6;	1	0	470	470	EARTH SCIENCE\KNOWING (S14_12)	M1	13,14		1;2;3;4;				
SSYSTEM	N	6	0	*SYSTEM ID STUDENT ACHIEVEMENT FILE*	SYSTEM				.T.	SSYSTEM DPC_D:VALUE;	1	0	471	471		DPC_D			.T.				
IDPOP	C	1	0	*POPULATION ID*	POPULATION	9	8		IDPOP$'1#2#3#9#8'	POP 1:1;POP 2:2;POP 3:3;omitted or invalid:9;not admin.:8;	1	0	472	472		ID			1;2;3;				
IDGRADE	C	2	0	*GRADE ID*	GRADE	99	98		IDGRADE$'7#8#9#99#98'	GRADE 7:7;GRADE 8:8;GRADE 9:9;omitted or invalid:99;not admin.:98;	1	0	473	473		ID			7;8;9;				
IDGRADER	C	1	0	*STANDARDIZED GRADE ID*	GRADE	9	8		IDGRADER$'1#2#9#8'	LOWER GRADE:1;UPPER GRADE:2;omitted or invalid:9;not admin.:8;	1	0	474	474		DPC_D			1;2;				
ITBIRTHD	N	2	0	*DATE OF STUDENTS BIRTH\DAY*	BIRTH_DAY	99	98		(ITBIRTHD>=1.AND.ITBIRTHD<=31).OR.ITBIRTHD=99.OR.ITBIRTHD=98	ITBIRTHD IT:VALUE;omitted or invalid:99;not admin.:98;	0	0	475	475		IT				1;31			
ITBIRTHM	N	2	0	*DATE OF STUDENTS BIRTH\MONTH*	BIRTH_MONT	99	98	97	(ITBIRTHM>=1.AND.ITBIRTHM<=12).OR.ITBIRTHM=99.OR.ITBIRTHM=98	ITBIRTHM IT:VALUE;omitted or invalid:99;not admin.:98;	0	0	476	476		IT				1;12			
ITBIRTHY	N	4	0	*DATE OF STUDENTS BIRTH\YEAR*	BIRTH_YEAR	9999	9998	9997	(ITBIRTHY>=1993.AND.ITBIRTHY<=2001).OR.ITBIRTHY=9999.OR.ITBIRTHY=9998	ITBIRTHY IT:VALUE;omitted or invalid:9999;not admin.:9998;	0	0	477	477		IT				1993;2001			
ITSEX	C	1	0	*SEX OF STUDENTS*	SEX	9	8		ITSEX$'1#2#9#8'	GIRL:1;BOY:2;omitted or invalid:9;not admin.:8;	1	0	478	478		IT			1;2;				
ITDATE	N	9	0	*DATE OF TESTING*	TEST_DATE	999999999	999999998		.T.	ITDATE IT:VALUE;omitted or invalid:999999999;not admin.:999999998;	0	1	479	479		IT			.T.				
ITLANG	N	2	0	*LANGUAGE OF TESTING*	LANG	99	98		(ITLANG>=1.AND.ITLANG<=90).OR.ITLANG=99.OR.ITLANG=98	ITLANG IT:VALUE;omitted or invalid:99;not admin.:98;	1	0	480	480		IT				1;90			
ILRELIAB	C	1	0	*RELIABILITY CODING STATUS*	RELIABILIT	9	8		ILRELIAB$'0#1#9#8'	STUDENTS BOOKLET NOT USED FOR R-SCORING:0;STUDENTS BOOKLET WAS USED FOR R-SCORING:1;omitted or invalid:9;not admin.:8;	1	0	481	481		IL			0;1;				
CONDVAR1	N	1	0	*CONDITIONING VARIABLE*	CONDVAR	9	8		.T.	CONDVAR1 DPC_D:VALUE;omitted or invalid:9;not admin.:8;	1	0	482	482		DPC_D			.T.				
BSDAGE	N	5	2	*STUDENTS AGE*	AGE	99	98		(BSDAGE>=9.AND.BSDAGE<=19).OR.BSDAGE=99.OR.BSDAGE=98	BSDAGE DPC_D:VALUE;omitted or invalid:99;not admin.:98;	1	0	483	483		DPC_D				9;19			
IDSTRATE	N	3	0	*EXPLICIT STRATUM CODE*	IDSTRATE	999	998		.T.	IDSTRATE WGT:VALUE;omitted:999;not admin.:998;	1	0	484	484		WGT			.T.				
IDSTRATI	N	3	0	*IMPLICIT STRATUM CODE*	IDSTRATI	999	998		.T.	IDSTRATI WGT:VALUE;omitted:999;not admin.:998;	1	0	485	485		WGT			.T.				
TOTWGT	N	13	6	*TOTAL STUDENT WEIGHT*	WEIGHT	999999	999998		.T.	TOTWGT WGT:VALUE;omitted:999999;not admin.:999998;	1	0	486	486		WGT			.T.				
HOUWGT	N	13	6	*HOUSE WEIGHT*	WEIGHT	999999	999998		.T.	HOUWGT WGT:VALUE;omitted:999999;not admin.:999998;	1	0	487	487		WGT			.T.				
SENWGT	N	13	6	*SENATE WEIGHT*	WEIGHT	999999	999998		.T.	SENWGT WGT:VALUE;omitted:999999;not admin.:999998;	1	0	488	488		WGT			.T.				
JKZONE	N	2	0	*JACKKNIFE ZONE*	WEIGHT	99	98		.T.	JKZONE WGT:VALUE;omitted:99;not admin.:98;	1	0	489	489		WGT			.T.				
JKREP	N	1	0	*JACKKNIFE REPLICATE CODE*	WEIGHT	9	8		.T.	JKREP WGT:VALUE;omitted:9;not admin.:8;	1	0	490	490		WGT			.T.				
BSMIBM01	C	1	0	*INTERN. MATH BENCH REACHED WITH 1ST PV*	BENCHMARK	9	8		BSMIBM01$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	491	491		ISC_S			1;2;3;4;5;				
BSMIBM02	C	1	0	*INTERN. MATH BENCH REACHED WITH 2ND PV*	BENCHMARK	9	8		BSMIBM02$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	492	492		ISC_S			1;2;3;4;5;				
BSMIBM03	C	1	0	*INTERN. MATH BENCH REACHED WITH 3RD PV*	BENCHMARK	9	8		BSMIBM03$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	493	493		ISC_S			1;2;3;4;5;				
BSMIBM04	C	1	0	*INTERN. MATH BENCH REACHED WITH 4TH PV*	BENCHMARK	9	8		BSMIBM04$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	494	494		ISC_S			1;2;3;4;5;				
BSMIBM05	C	1	0	*INTERN. MATH BENCH REACHED WITH 5TH PV*	BENCHMARK	9	8		BSMIBM05$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	495	495		ISC_S			1;2;3;4;5;				
BSSIBM01	C	1	0	*INTERN. SCI BENCH REACHED WITH 1ST PV*	BENCHMARK	9	8		BSSIBM01$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	496	496		ISC_S			1;2;3;4;5;				
BSSIBM02	C	1	0	*INTERN. SCI BENCH REACHED WITH 2ND PV*	BENCHMARK	9	8		BSSIBM02$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	497	497		ISC_S			1;2;3;4;5;				
BSSIBM03	C	1	0	*INTERN. SCI BENCH REACHED WITH 3RD PV*	BENCHMARK	9	8		BSSIBM03$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	498	498		ISC_S			1;2;3;4;5;				
BSSIBM04	C	1	0	*INTERN. SCI BENCH REACHED WITH 4TH PV*	BENCHMARK	9	8		BSSIBM04$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	499	499		ISC_S			1;2;3;4;5;				
BSSIBM05	C	1	0	*INTERN. SCI BENCH REACHED WITH 5TH PV*	BENCHMARK	9	8		BSSIBM05$'1#2#3#4#5#9#8'	BELOW 400:1;AT OR ABOVE 400 BUT BELOW 475:2;AT OR ABOVE 475 BUT BELOW 550:3;AT OR ABOVE 550 BUT BELOW 625:4;AT OR ABOVE 625:5;omitted:9;not admin.:8;	1	0	500	500		ISC_S			1;2;3;4;5;				
BSMMAT01	N	6	2	*1ST PLAUSIBLE VALUE MATHEMATICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	501	501		ISC_S			.T.				
BSMMAT02	N	6	2	*2ND PLAUSIBLE VALUE MATHEMATICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	502	502		ISC_S			.T.				
BSMMAT03	N	6	2	*3RD PLAUSIBLE VALUE MATHEMATICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	503	503		ISC_S			.T.				
BSMMAT04	N	6	2	*4TH PLAUSIBLE VALUE MATHEMATICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	504	504		ISC_S			.T.				
BSMMAT05	N	6	2	*5TH PLAUSIBLE VALUE MATHEMATICS*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	505	505		ISC_S			.T.				
BSSSCI01	N	6	2	*1ST PLAUSIBLE VALUE SCIENCE*	SCORE	999	998		.T.	Plausible Value:VALUE;	1	0	506	506		ISC_S			.T.				
